participant,L1,meanAccent,self_accent_perception,others_accent_perception,ReadEntropy,SpeakEntropy,HomeEntropy,WorkEntropy,SocialEntropy,age,yearsBilingual,aoa,gender,L1_current_exposure,L2_current_exposure,L3_current_exposure,L1_choose_read,L2_choose_read,L3_choose_read,L1_choose_speak,L2_choose_speak,L3_choose_speak,L1_home_use,L2_home_use,L3_home_use,L1_work_use,L2_work_use,L3_work_use,L1_social_use,L2_social_use,L3_social_use,L2_speaking_ability,L2_reading_ability,L2_writing_ability,L2_translating_ability,L2_listening_comprehension_ability,L2_pronunciation_ability,L2_fluency_ability,L2_vocabulary_ability,L2_grammatrical_ability,L2_overall_competence_ability,L1_speaking_ability,L1_reading_ability,L1_writing_ability,L1_translating_ability,L1_listening_comprehension_ability,L1_pronunciation_ability,L1_fluency_ability,L1_vocabulary_ability,L1_grammatrical_ability,L1_overall_competence_ability,meanL2ability,L2_exposure,occupation
692,English,2,2,2,1,1,1.29546184423832,0.970950594454669,1.31432048670618,22,15,7,Male,40,50,10,50,50,0,50,50,0,7,2,4,5,7,1,7,7,2,9,10,9,7,10,9,10,9,7,9,10,10,10,10,10,10,10,9,9,10,8.9,50,work
693,English,2,2,2,0.970950594454669,0.881290899230693,0.591672778582327,0.591672778582327,1,30,27,3,Female,65,35,0,40,60,0,30,70,0,2,7,1,7,2,1,7,7,1,9,9,7,7,10,10,9,7,7,9,10,10,10,10,10,10,10,9,10,10,8.4,35,student
694,English,3,1,5,0.6098403047164,0.402179190202273,0.591672778582327,0,0.918295834054489,30,23,7,Female,80,20,0,85,15,0,92,8,0,7,2,1,7,1,1,7,4,1,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,4,20,student
695,English,2.5,2,3,0.811278124459133,0.934068055375491,0.811278124459133,0.970950594454669,0.918295834054489,19,14,5,Female,75,25,0,75,25,0,65,35,0,7,3,1,7,5,1,7,4,1,9,9,10,7,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8.9,25,student
696,English,4.5,3,6,0,0.468995593589281,0,0,0.811278124459133,35,32,3,Male,40,60,0,100,0,0,90,10,0,7,1,1,7,1,1,7,3,1,9,10,7,9,9,9,9,9,7,9,10,10,10,10,10,10,10,10,10,NA,8.7,60,student
697,English,7,7,7,0,0,0,0.918295834054489,0.970950594454669,21,11,10,Male,80,20,0,100,0,0,100,0,0,7,1,1,7,4,1,7,5,1,1,3,1,3,6,1,1,1,1,3,10,10,7,7,10,10,10,10,9,9,2.1,20,none
698,English,3.5,2,5,0.286396957115956,1.0762976257252,0.918295834054489,0.650022421648354,0.650022421648354,28,24,4,Male,85,15,0,95,5,0,70,25,5,5,3,1,6,2,1,6,2,1,7,7,6,7,7,9,7,6,7,7,10,10,10,10,10,10,10,10,10,10,7,15,student
699,English,2.5,3,2,0,0,1.06127812445913,1.58496250072116,1.44881563572518,19,14,5,Female,80,15,5,100,0,0,100,0,0,7,2,2,4,4,4,4,4,2,6,6,4,6,7,7,6,4,4,6,10,10,10,10,10,10,10,10,10,10,5.6,15,student
700,English,4,4,4,0.286396957115956,0,0.591672778582327,0.954434002924965,0.811278124459133,20,18,2,Female,90,10,0,95,5,0,100,0,0,7,2,1,6,4,1,7,3,1,4,6,6,4,7,4,4,4,3,4,10,10,10,7,10,10,10,10,10,10,4.6,10,student
701,English,3.5,6,1,0,0,0,0.650022421648354,0,21,16,5,Female,95,5,0,100,0,0,100,0,0,7,1,1,6,2,1,7,1,1,9,9,9,7,7,9,9,6,6,7,10,10,10,10,10,10,10,10,10,10,7.8,5,student
702,English,1.5,2,1,0,0.811278124459133,0.591672778582327,1,0.954434002924965,20,16,4,Female,75,25,0,100,0,0,75,25,0,7,2,1,4,4,1,6,4,1,7,4,4,7,7,7,7,7,4,7,10,10,10,10,10,10,10,10,10,10,6.1,25,student
704,English,2.5,2,3,0.286396957115956,0.468995593589281,0.591672778582327,0.863120568566631,0.985228136034251,21,14,7,Male,85,15,0,95,5,0,90,10,0,7,2,1,6,3,1,5,4,1,7,10,6,6,10,7,6,6,6,7,10,10,9,10,10,10,9,10,10,10,7.1,15,work
705,English,7,7,7,0.286396957115956,0.0807931358959113,0,0.970950594454669,0,20,15,5,Female,90,10,0,95,5,0,99,1,0,7,1,1,7,5,1,7,1,1,7,7,7,3,7,4,4,4,4,6,10,10,10,10,10,10,10,9,9,9,5.3,10,student
706,English,2.5,2,3,0,0.881290899230693,0,0.918295834054489,0.650022421648354,20,19,1,Female,90,10,0,100,0,0,70,30,0,7,1,1,5,3,1,6,2,1,7,9,9,7,7,9,7,6,9,7,10,10,10,10,10,10,10,9,10,10,7.7,10,student
707,English,1,1,1,1,1,0.863120568566631,0.591672778582327,0.954434002924965,23,21,2,Female,50,50,0,50,50,0,50,50,0,6,3,1,2,7,1,4,6,1,10,10,10,10,10,10,9,9,9,9,10,10,9,10,10,10,10,9,9,10,9.6,50,work
708,English,2,2,2,0,0.721928094887362,0,0.985228136034251,0.591672778582327,21,16,5,Female,90,10,0,100,0,0,80,20,0,7,1,1,5,4,1,7,2,1,6,7,4,6,10,10,6,4,4,7,10,10,10,10,10,10,10,10,10,10,6.4,10,work
709,English,3.5,3,4,0.286396957115956,0.811278124459133,0.591672778582327,0,0.811278124459133,22,19,3,Male,85,15,0,95,5,0,75,25,0,7,2,1,7,1,1,7,3,1,7,7,7,7,9,7,7,7,6,7,10,10,10,10,10,10,10,10,10,10,7.1,15,student
710,French,3,3,3,1,0.721928094887362,0.591672778582327,0.954434002924965,0.994030211476957,20,12,8,Female,60,40,0,50,50,0,80,20,0,7,2,1,4,6,1,7,6,1,9,7,6,7,9,7,7,6,6,7,10,10,9,9,10,10,10,9,9,10,7.1,40,student
712,French,2.5,3,2,1,0.881290899230693,0.591672778582327,0.970950594454669,1,21,12,9,Male,50,45,5,50,50,0,70,30,0,7,2,1,7,5,1,6,6,1,7,9,6,6,9,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.2,45,student
713,French,2,2,2,0,0,0,0.650022421648354,0.591672778582327,32,23,9,Female,70,30,0,100,0,0,100,0,0,7,1,1,6,2,1,7,2,1,7,9,6,7,7,7,7,7,7,NA,10,10,10,10,10,10,10,10,10,10,7.111111111111111,30,work
720,French,1,1,1,0.881290899230693,0.970950594454669,0.591672778582327,1,0.811278124459133,22,18,4,Female,40,60,0,30,70,0,40,60,0,7,2,1,7,7,1,3,7,1,10,10,10,10,10,10,10,10,10,10,10,10,7,6,10,10,7,7,6,9,10,60,student
722,French,5.5,6,5,0.811278124459133,1,0,0,0.985228136034251,20,13,7,Male,50,50,0,25,75,0,50,50,0,7,1,1,7,1,1,4,5,1,4,9,9,7,9,3,6,6,9,6,10,10,10,10,10,9,10,7,3,10,6.8,50,student
723,French,7,7,7,0.468995593589281,0.468995593589281,0,0,0.811278124459133,22,12,10,Male,90,10,0,10,90,0,90,10,0,7,1,1,7,1,1,7,3,1,7,7,4,7,10,3,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,10,student
725,French,1.5,2,1,1,0,0.591672778582327,0.591672778582327,0.985228136034251,20,15,5,Male,65,35,0,50,50,0,100,0,0,7,2,1,2,7,1,4,5,1,9,9,7,7,10,9,9,6,7,7,10,10,10,10,10,10,10,10,10,10,8,35,work
726,French,1.5,1,2,1,1,0.811278124459133,0.650022421648354,0.970950594454669,19,18,1,Male,30,70,0,50,50,0,50,50,0,3,7,1,2,6,1,5,7,1,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,7,7,7,9,10,70,work
727,French,2,2,2,1,0.811278124459133,0.918295834054489,0.918295834054489,0.954434002924965,21,17,4,Female,60,40,0,50,50,0,75,25,0,7,4,1,4,7,1,6,4,1,7,10,10,9,9,7,7,7,9,7,10,10,10,10,10,10,10,10,10,10,8.2,40,student
730,French,1,1,1,0.286396957115956,0.881290899230693,0.591672778582327,0.591672778582327,0.954434002924965,19,16,3,Male,15,85,0,5,95,0,30,70,0,2,7,1,7,2,1,4,6,1,10,10,10,10,10,10,10,10,10,10,9,7,6,10,10,9,9,7,7,9,10,85,student
731,French,4.5,4,5,0.468995593589281,1,0,0.918295834054489,0.970950594454669,20,13,7,Female,75,25,0,10,90,0,50,50,0,7,1,1,7,4,1,7,5,1,4,9,6,4,9,6,4,3,4,4,10,10,10,7,10,10,10,10,10,10,5.3,25,student
732,French,5.5,5,6,0.881290899230693,0,0.863120568566631,0.591672778582327,1,22,10,12,Female,30,70,0,70,30,0,100,0,0,3,6,1,2,7,1,5,5,1,6,7,6,7,9,4,4,6,6,6,10,10,10,9,10,10,10,10,10,10,6.1,70,student
733,French,3,3,3,0.721928094887362,0.286396957115956,0.591672778582327,0.918295834054489,0.811278124459133,19,9,10,Female,80,20,0,80,20,0,95,5,0,7,2,1,7,4,1,7,3,1,7,7,7,9,7,7,9,7,7,7,10,10,10,10,10,10,10,10,10,10,7.4,20,student
734,French,4.5,5,4,0.970950594454669,1.15677964944704,1.22439444540599,0.985228136034251,1.40563906222957,21,7,14,Male,40,40,20,60,40,0,70,20,10,7,2,3,5,4,1,5,4,2,7,7,7,7,10,6,6,9,7,7,10,10,10,10,10,10,10,10,9,10,7.3,40,work
735,French,2,2,2,0.970950594454669,0.881290899230693,0,0.918295834054489,0.811278124459133,19,14,5,Female,45,55,0,60,40,0,70,30,0,7,1,1,4,7,1,3,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,work
736,French,5,4,6,0.286396957115956,0.141440542541821,0,0,0.650022421648354,20,7,13,Female,65,35,0,95,5,0,98,2,0,7,1,1,1,6,1,6,2,1,6,7,6,4,7,4,3,3,6,4,10,10,10,10,10,10,10,10,10,10,5,35,student
737,French,1,1,1,1,1,0,0.918295834054489,0.811278124459133,23,21.5,1.5,Female,30,70,0,50,50,0,50,50,0,7,1,1,4,7,1,3,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,70,student
821,English,1,1,1,1.15677964944704,1,1.45914791702724,0.994030211476957,1.48335575498169,23,19,4,Female,50,25,25,70,20,10,50,50,0,7,5,3,7,6,1,6,6,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25,student
824,English,5,4,6,0,0.141440542541821,0,0.650022421648354,0.811278124459133,21,16,5,Female,98,2,0,100,0,0,98,2,0,7,1,1,6,2,1,7,3,1,6,6,4,4,9,6,4,4,3,6,10,10,10,10,10,10,10,10,9,10,5.2,2,student
826,English,6,5,7,0.515895152948209,1.08550937730105,0.591672778582327,0.811278124459133,1.29546184423832,23,22,1,Male,80,20,0,90,9,1,60,38,2,7,2,1,7,3,1,7,4,2,7,6,6,6,6,7,6,6,6,6,10,10,10,10,10,10,10,10,10,10,6.2,20,work/student
828,English,5,4,6,0.0807931358959113,0,0,0,0,20,15,5,Female,97,3,0,99,1,0,100,0,0,7,1,1,7,1,1,7,1,1,4,7,6,7,10,6,4,4,4,4,10,10,10,10,10,10,10,10,10,10,5.6,3,student
829,English,7,7,7,0,0,0.591672778582327,0.591672778582327,1.06127812445913,28,2,26,Female,75,15,10,100,0,0,100,0,0,7,1,2,7,2,1,7,2,2,1,1,1,3,3,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,1.4,15,work
832,English,1,1,1,1,0.721928094887362,1,1,0.918295834054489,28,27,1,Female,50,50,0,50,50,0,80,20,0,7,7,1,7,7,1,7,4,1,10,10,7,7,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,9.1,50,work
833,English,4.5,4,5,0.322493361860324,0.921928094887362,0.591672778582327,0.591672778582327,0.918295834054489,22,4,18,Female,60,30,10,95,4,1,80,10,10,7,2,1,7,2,1,7,4,1,6,7,6,6,4,6,4,4,6,6,10,10,10,10,10,10,10,10,10,10,5.5,30,student
834,English,5.5,5,6,0.286396957115956,0,1.2987949406954,0,0.650022421648354,19,8,11,Male,90,8,2,95,5,0,100,0,0,6,2,3,7,1,1,6,2,1,4,6,4,6,4,6,NA,6,4,6,10,10,10,10,10,10,10,10,10,10,5.111111111111111,8,student
835,English,1.5,2,1,0.721928094887362,1,0.811278124459133,0,0.970950594454669,21,21,0,Female,75,25,0,80,20,0,50,50,0,7,3,1,7,1,1,7,5,1,7,9,4,7,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,8.1,25,student
836,English,1,1,1,0.881290899230693,1,0.970950594454669,0,1.22439444540599,23,22,1,Female,68,30,2,70,30,0,50,50,0,5,7,1,1,7,1,3,7,2,10,10,7,6,10,10,9,6,7,10,10,10,10,7,10,10,9,9,10,10,8.5,30,student
837,English,4.5,4,5,0.286396957115956,0.934068055375491,1,1.06127812445913,0.591672778582327,19,4,15,Female,90,3,7,95,0,5,65,0,35,7,1,7,7,2,2,7,1,2,4,4,3,4,4,4,4,4,3,4,10,10,10,10,10,10,10,10,10,10,3.8,3,work
838,English,6,6,6,0.468995593589281,0.721928094887362,0.591672778582327,0.811278124459133,0.811278124459133,21,18,3,Female,90,10,0,90,10,0,80,20,0,7,2,1,7,3,1,7,3,1,7,7,6,7,9,4,4,4,4,6,10,10,10,10,10,10,10,10,10,10,5.8,10,work/student
839,English,5.5,5,6,0,0.141440542541821,0,0.591672778582327,0.811278124459133,22,15,7,Female,95,5,0,100,0,0,98,2,0,7,1,1,7,2,1,7,3,1,1,3,1,1,1,3,1,1,1,3,10,10,10,10,10,10,10,10,10,10,1.6,5,student
840,English,7,7,7,0,0,0,0,0.591672778582327,28,22,6,Female,95,5,0,100,0,0,100,0,0,7,1,1,7,1,1,7,2,1,1,3,1,1,1,1,1,3,1,1,10,10,10,10,10,10,10,10,10,10,1.4,5,student
841,English,3.5,4,3,0.721928094887362,0.881290899230693,0.970950594454669,0.811278124459133,0.994030211476957,22,20.5,1.5,Female,80,20,0,80,20,0,70,30,0,7,5,1,7,3,1,7,6,1,7,10,7,7,10,7,7,7,6,7,10,10,10,10,10,10,10,10,10,10,7.5,20,student
842,English,2.5,3,2,0.884183719779189,1.18837637173451,0.591672778582327,1.06127812445913,1.36096404744368,22,12,10,Female,80,15,5,80,15,5,60,35,5,7,2,1,7,2,2,6,5,2,10,9,9,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9.6,15,student
844,English,3,2,4,0.286396957115956,0,0,0,1.22439444540599,22,10,12,Female,92,7,1,95,5,0,100,0,0,7,1,1,7,1,1,7,3,2,7,7,6,6,7,7,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.6,7,student
845,English,5,3,7,0.468995593589281,0.468995593589281,0,0,0.591672778582327,21,15,6,Female,85,15,0,90,10,0,90,10,0,7,1,1,7,1,1,7,2,1,4,6,3,6,6,6,4,4,3,4,10,10,10,10,10,10,10,9,10,10,4.6,15,student
846,English,5.5,5,6,0.884183719779189,0.921928094887362,1.32501121082418,1.22439444540599,1.5,21,16,5,Female,60,15,25,80,15,5,80,10,10,7,2,6,7,3,2,7,4,4,4,9,7,6,6,4,6,6,6,6,10,10,10,9,10,10,10,10,10,10,6,15,student
847,English,2.5,3,2,0.286396957115956,0,0,0.721928094887362,0.650022421648354,22,17.5,4.5,Female,95,5,0,95,5,0,100,0,0,7,1,1,5,2,1,6,2,1,9,6,4,6,9,9,9,6,4,9,10,10,10,10,10,10,10,9,10,10,7.1,5,student
848,English,6,5,7,0,0.881290899230693,0.918295834054489,0,0.811278124459133,23,10,13,Female,80,20,0,100,0,0,70,0,30,7,1,4,7,1,1,7,3,1,4,4,4,3,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,3.9,20,student
850,English,6,6,6,0,0,0,0,1.06127812445913,21,8,13,Male,95,5,0,100,0,0,100,0,0,7,1,1,7,1,1,7,2,2,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,3,5,student
851,English,4,1,7,0,0,0.591672778582327,0,0.591672778582327,23,19,4,Female,85,10,5,100,0,0,100,0,0,7,1,2,7,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,1,10,work
852,English,1.5,1,2,0.286396957115956,0.47853391043627,1.52623490994952,0.994030211476957,0.994030211476957,21,18,3,Female,65,28,7,95,5,0,92,5,3,7,5,4,7,6,1,7,6,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,student
853,English,7,7,7,0,0.0807931358959113,0,0,0.591672778582327,24,17,7,Female,98,2,0,100,0,0,99,1,0,7,1,1,7,1,1,7,2,1,1,3,1,3,1,1,1,3,1,1,10,10,10,10,10,10,10,10,10,10,1.6,2,work/student
854,English,4,4,4,0.6098403047164,0.286396957115956,0.650022421648354,0.721928094887362,0.591672778582327,23,21,2,Male,90,10,0,85,15,0,95,5,0,6,2,1,2,5,1,7,2,1,7,7,10,6,9,7,9,7,10,9,9,10,10,9,10,10,10,9,10,10,8.1,10,student
855,English,5.5,5,6,0.286396957115956,0,0,0.918295834054489,0.591672778582327,21,18,3,Female,90,10,0,95,5,0,100,0,0,7,1,1,5,3,1,7,2,1,4,6,3,3,7,6,3,3,3,4,10,10,10,10,10,10,10,10,10,10,4.2,10,student
856,English,1,1,1,0,0,0.591672778582327,1,0.970950594454669,33,28,5,Female,50,50,0,100,0,0,100,0,0,7,2,1,7,7,1,7,5,1,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.9,50,work
857,English,5,5,5,0,0,0,0.994030211476957,0,25,19,6,Male,90,10,0,100,0,0,100,0,0,7,1,1,7,6,1,7,1,1,7,7,7,7,9,4,4,7,7,7,10,10,10,10,10,10,10,10,10,10,6.6,10,work
858,English,5.5,4,7,0,0.721928094887362,1,0.985228136034251,1,21,2,19,Female,55,35,10,100,0,0,80,20,0,7,1,7,5,4,1,5,5,1,3,4,4,4,4,3,3,3,3,4,10,10,10,10,10,10,10,10,10,10,3.5,35,student
859,English,5,4,6,0,0,0.811278124459133,0.591672778582327,0.811278124459133,22,10,12,Male,80,18,2,100,0,0,100,0,0,7,1,3,7,2,1,7,3,1,7,7,6,9,7,4,7,6,6,7,10,10,7,10,10,10,10,9,10,10,6.6,18,student
860,English,3,3,3,0.721928094887362,0.970950594454669,0.991076059838222,0.721928094887362,1.32217934551667,25,20,5,Female,60,10,30,80,0,20,60,0,40,6,1,5,5,2,1,7,2,5,7,7,3,7,9,7,7,6,3,7,10,10,10,10,10,10,10,10,9,10,6.3,10,work
862,English,7,7,7,0.0807931358959113,0.0807931358959113,0,0.954434002924965,0.591672778582327,24,1,23,Male,40,60,0,99,1,0,99,1,0,7,1,1,4,6,1,7,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,1,60,work
864,English,7,7,7,0.934068055375491,0.721928094887362,0,0.591672778582327,0.591672778582327,23,2,21,Female,95,5,0,65,0,35,80,0,20,7,1,1,7,2,1,7,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,1,5,work
865,English,5.5,5,6,0.468995593589281,0.970950594454669,0.591672778582327,0,0.918295834054489,26,17,9,Female,80,20,0,90,10,0,60,40,0,7,2,1,7,1,1,7,4,1,7,7,6,3,6,6,7,6,7,7,10,10,10,7,10,9,10,10,10,10,6.2,20,student
868,French,4,4,4,0.811278124459133,1.0762976257252,0.918295834054489,1,1.31432048670618,23,14,9,Female,75,20,5,75,25,0,70,25,5,7,4,1,7,7,1,7,7,2,7,9,7,7,9,6,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.3,20,student
869,French,5.5,6,5,0.881290899230693,0.721928094887362,0.918295834054489,0.591672778582327,0.985228136034251,23,16,7,Female,30,70,0,70,30,0,80,20,0,5,3,1,2,7,1,5,4,1,7,9,7,7,9,6,7,7,6,9,10,10,10,9,10,10,10,10,9,10,7.4,70,student
870,French,5,4,6,0.721928094887362,0.747584679824574,0.811278124459133,0.811278124459133,1.32217934551667,22,13,9,Female,55,40,5,80,20,0,85,10,5,7,1,3,7,3,1,7,5,2,7,7,6,7,7,6,6,7,9,7,10,10,10,10,10,10,10,10,9,10,6.9,40,student
872,French,3.5,4,3,1,0.881290899230693,0.650022421648354,0.918295834054489,1,19,9,10,Female,60,40,0,50,50,0,30,70,0,6,2,1,5,3,1,5,5,1,7,7,7,7,7,6,6,6,6,7,9,9,9,9,9,9,9,9,9,9,6.6,40,student
874,French,1,1,1,0.468995593589281,0.541188403078018,1.58496250072116,0.918295834054489,1.32217934551667,21,14,7,Female,35,60,5,10,90,0,8,90,2,7,7,7,4,7,1,5,7,2,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,10,9,10,60,student
875,French,4.5,3,6,0.992774453987808,1,0.591672778582327,0.591672778582327,0.918295834054489,23,15,8,Female,97,3,0,55,45,0,50,50,0,7,2,1,7,2,1,7,4,1,6,4,6,6,4,4,6,4,6,6,10,9,10,10,10,10,10,9,10,10,5.2,3,student
879,French,1,1,1,1.51288762151816,1.08550937730105,0.970950594454669,1.06127812445913,1,20,16,4,Male,40,55,5,35,45,20,60,38,2,7,5,1,2,7,2,7,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,student
881,French,5.5,5,6,0.721928094887362,0.970950594454669,0.811278124459133,0.591672778582327,0.811278124459133,20,9,11,Female,20,80,0,80,20,0,60,40,0,3,7,1,2,7,1,3,7,1,7,9,7,9,9,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.6,80,none
882,French,5,5,5,0.881290899230693,1,0,1,0.918295834054489,24,9,15,Male,60,40,0,70,30,0,50,50,0,7,1,1,4,4,1,5,3,1,7,7,6,7,7,4,6,6,6,6,10,10,9,10,10,10,10,7,9,7,6.2,40,work
883,French,2,2,2,0.468995593589281,1,0.591672778582327,0.591672778582327,1,34,34,0,Male,60,40,0,10,90,0,50,50,0,7,2,1,7,2,1,7,7,1,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.9,40,work
884,French,5,4,6,0,0.468995593589281,0.591672778582327,0.863120568566631,0.863120568566631,22,12,10,Female,90,10,0,100,0,0,90,10,0,7,2,1,6,3,1,6,3,1,7,6,6,6,9,6,7,6,4,7,10,10,10,9,10,10,10,10,9,10,6.4,10,student
885,French,3,3,3,0.881290899230693,0.970950594454669,0.591672778582327,0.591672778582327,0.591672778582327,20,12,8,Male,20,80,0,30,70,0,40,60,0,2,7,1,2,7,1,2,7,1,7,7,9,7,9,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.4,80,student
886,French,6,6,6,0.811278124459133,0,0.591672778582327,0,0.811278124459133,24,14,10,Female,83,15,2,25,75,0,100,0,0,7,2,1,7,1,1,7,3,1,4,7,4,6,7,7,6,4,4,6,10,10,9,10,10,10,10,7,9,10,5.5,15,student
887,French,6,5,7,1,0.468995593589281,0,0.591672778582327,0.863120568566631,26,14,12,Male,35,65,0,50,50,0,90,10,0,7,1,1,2,7,1,3,6,1,7,10,7,7,7,6,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.2,65,student
889,French,4.5,4,5,0.721928094887362,0.468995593589281,0,0.591672778582327,0.918295834054489,19,11,8,Female,80,20,0,80,20,0,90,10,0,7,1,1,7,2,1,7,4,1,9,7,7,4,7,6,7,4,6,7,10,10,10,6,10,10,10,10,10,10,6.4,20,student
891,French,4,3,5,0.721928094887362,1,0.918295834054489,0.591672778582327,1.34858789601242,25,19,6,Male,70,30,0,80,20,0,50,50,0,7,4,1,7,2,1,6,6,2,10,9,9,10,10,10,10,10,9,10,10,9,9,10,10,10,10,10,7,10,9.7,30,work
892,French,2,2,2,0.881290899230693,1.07072027127091,0.811278124459133,0.970950594454669,1,34,29,5,Female,65,35,0,70,30,0,50,49,1,7,3,1,7,5,1,5,5,1,7,9,7,6,7,7,7,7,9,7,10,10,10,10,10,10,10,10,10,10,7.3,35,work
893,French,2,2,2,1.15677964944704,1.15677964944704,1.45914791702724,0.811278124459133,1.46048468131311,29,20,9,Female,50,20,30,70,20,10,70,20,10,7,3,5,7,3,1,7,6,3,7,6,7,7,7,9,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.9,20,student
894,French,7,7,7,0.992774453987808,0.721928094887362,0.591672778582327,0.811278124459133,0.811278124459133,23,20,3,Male,60,40,0,55,45,0,80,20,0,7,2,1,7,3,1,7,3,1,6,7,7,7,9,6,7,7,9,7,10,10,10,10,10,10,10,10,10,10,7.2,40,student
